id	unitCode	title	media_count	media_id	topics	object_type	medium	artist	date
edanmdm-saam_1967.6.1	SAAM	Anemones	1.0	SAAM-1967.6.1_2	Stool|Vase|Flowers|Anemone|Furnishings	Painting	oil on canvas	H. Lyman Saÿen, born Philadelphia, PA 1875-died Philadelphia, PA 1918	ca. 1910-1912
edanmdm-saam_1985.66.165_709	SAAM	Malagasy Woman	1.0	SAAM-1985.66.165709_1	Ethnicity|Architecture|Figure female|Domestic	Painting	oil on canvas	Antonion Zeno Shindler, 1813 Bulgaria-died Washington, DC 1899	ca. 1893
edanmdm-saam_1950.2.10	SAAM	Male Wood Duck in a Forest Pool, study for book Concealing Coloration in the Animal Kingdom	1.0	SAAM-1950.2.10_1	Water|Landscapes|Animals|Birds|Forests and forestry|Ducks	Painting	oil on canvas	Richard S. Meryman, born Boston, MA 1882-died Dublin, NH 1963	ca. 1905-1909
edanmdm-saam_1986.65.208A-B	SAAM	H. Prouse Cooper's Down Town Store, New York	1.0	SAAM-1986.65.208A-B_1	Architecture|Occupations|Lamps|Figure group|Store|Vendor|Furnishings|Commercial|H. Prouse Cooper's Down Town Store|Fabric vendor|Textile worker|Chairs|Men|Cityscapes|Crafts	Folk Art	watercolor and pen and ink on paper	Unidentified	ca. 1880
edanmdm-saam_1929.7.98	SAAM	Last Will and Testament of Louis XVI	1.0	SAAM-1929.7.98_1	Ethnicity|Louis XVI|History|Certificate	Graphic Arts-Print	aquatint	Unidentified	n.d.
edanmdm-saam_1974.46	SAAM	The Voyage of Life--Youth	1.0	SAAM-1974.46_1-000001	Description and travel|Boats and boating|Landscapes|Imaginary|Figure group|Life|Religion|Youth|Allegory|Angels|Waterscapes	Folk Art	oil on canvas	Unidentified	ca. 1850-1859
edanmdm-saam_1970.355.584	SAAM	Blue-Eyed Mary (Collinsia verna)	1.0	SAAM-1970.355.584_1	Collinsia verna|Botanical study|Blue-eyed Mary	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1927
edanmdm-saam_1970.355.142	SAAM	Moehringia laberiflora	1.0	SAAM-1970.355.142_2	Moehringia laberiflora|Botanical study	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1904
edanmdm-saam_1970.355.759	SAAM	Untitled (Head of a Child Looking Down)	1.0	SAAM-1970.355.759_2	Figure female|Clothing and dress|Dress accessories|Hats|Children	Painting	ink wash on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1878
edanmdm-saam_1970.355.809	SAAM	(Untitled--Inscription)	1.0	SAAM-1970.355.809_2		Drawing	pen and ink on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1877
edanmdm-saam_1970.355.760	SAAM	(Untitled--Plant Study)	1.0	SAAM-1970.355.760_2	Plants|Botanical study	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1883
edanmdm-saam_1970.355.637	SAAM	Yellow Willow-Weed (Epilobium lutem)	1.0	SAAM-1970.355.637_1	Yellow willow-weed|Epilobium|Botanical study	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1906
edanmdm-saam_1929.8.268	SAAM	Kuei (Scepter)				Decorative Arts	glass	Unidentified	206 B.C.-220 A.D.
edanmdm-saam_1929.8.261.1-12	SAAM	Necklace				Decorative Arts-Jewelry	ceramic	Unidentified	618-906
edanmdm-saam_1929.8.171.12	SAAM	Necklace				Decorative Arts-Jewelry	gold and glass	Unidentified	100-1 B.C.
edanmdm-saam_1929.8.235.102	SAAM	Dress Ornaments				Decorative Arts-Jewelry	gold, enamel, and pearls	Unidentified	1500-1600
edanmdm-saam_1929.8.264.38	SAAM	Necklace Bead				Decorative Arts-Jewelry	glass	Unidentified	
edanmdm-saam_1929.8.191.1	SAAM	Ring	1.0	SAAM-1929.8.191.1_1	Cats|Animals|Clothing and dress|Dress accessories|Jewelry	Decorative Arts-Jewelry	silver	Unidentified	
edanmdm-saam_1929.8.421	SAAM	Chest	1.0	SAAM-1929.8.421_1	Chest|Apple|Animals|Fruit|Figure female|Nudity|Fantasy|Birds|Furnishings	Decorative Arts-Furniture		Unidentified	
edanmdm-saam_1992.66.21	SAAM	Achmet, Cairo	1.0	SAAM-1992.66.21_1	Ethnicity|Landscapes|Older people|Men|Figure male|Portraits	Drawing	pencil on paper	Miner Kilbourne Kellogg, born Manlius Square, NY 1814-died Toledo, OH 1889	1844
edanmdm-saam_1991.56.285	SAAM	Bari	1.0	SAAM-1991.56.285_1	Boats and boating|Landscapes|Architecture	Drawing	pencil on paper	Miner Kilbourne Kellogg, born Manlius Square, NY 1814-died Toledo, OH 1889	1844
edanmdm-saam_1998.149.9	SAAM	Pieced and Appliqued Bedcover (Center Medallion)	1.0	SAAM-1998.149.9_1		Crafts	chintz, furnishing fabric and white cotton; unquilted	Unidentified	ca. 1810-1840
edanmdm-saam_1998.149.11	SAAM	Pieced Quilt (one Patch on Patch)	1.0	SAAM-1998.149.11_1		Crafts	quilted in complex geometric patterns	Unidentified	ca. 1830
edanmdm-saam_1991.56.98	SAAM	Cake Seller, Constantinople	1.0	SAAM-1991.56.98_1	Cake seller|Ethnicity|Occupations|Figure group|Children|Vendor	Drawing	pencil on paper	Miner Kilbourne Kellogg, born Manlius Square, NY 1814-died Toledo, OH 1889	
edanmdm-saam_2000.83.9	SAAM	Untitled (Woman with Glasses and Cameo)	1.0	SAAM-2000.83.9_1	Women|Clothing and dress|Portraits|Dress accessories|Jewelry|Eye wear	Photography-Photoprint	daguerreotype	Unidentified	1850s
edanmdm-saam_1973.167.8	SAAM	WAA-PA-LAA or the Playing Fox; Prince of the Fox Tribe, from The Aboriginal Portfolio	1.0	SAAM-1973.167.8_1	Ethnicity|Animals	Graphic Arts-Print	hand-colored lithograph on paper	James Otto Lewis, born Philadelphia, PA 1799-died New York City 1858	1835
edanmdm-saam_2009.44.2	SAAM	[Woman with Brooch]	1.0	SAAM-2009.44.2_1	Women|Portraits	Photography-Photoprint	tintype with applied color	Unidentified	ca. 1865-1885
edanmdm-saam_1983.83.13	SAAM	The Edge of the Desert, Arizona	1.0	SAAM-1983.83.13_1	Trees|Mountains|Western|Landscapes|Rainbow|Deserts	Graphic Arts-Print	etching and drypoint on paper	George Elbert Burr, born Monroe Falls, OH 1859-died Phoenix, AZ 1939	after 1924
edanmdm-saam_1983.83.25	SAAM	Untitled (Spiderweb and Daisies)	1.0	SAAM-1983.83.25_1	Daisy|Flowers	Drawing	pencil on paper	George Elbert Burr, born Monroe Falls, OH 1859-died Phoenix, AZ 1939	1889
edanmdm-saam_1983.83.28	SAAM	Untitled (Thistle)	1.0	SAAM-1983.83.28_1	Flowers|Thistle	Drawing	pen and ink and pencil on paper	George Elbert Burr, born Monroe Falls, OH 1859-died Phoenix, AZ 1939	1889
edanmdm-saam_1983.83.59	SAAM	Untitled (transfer drawing for Camelback Mountain, Phoenix)	1.0	SAAM-1983.83.59_1	Western|Mountains|Landscapes|Cactus|Phoenix|Deserts|Camelback Mountain|Plants	Drawing	pencil on paper	George Elbert Burr, born Monroe Falls, OH 1859-died Phoenix, AZ 1939	ca. 1926
edanmdm-saam_1985.66.243	SAAM	Ke-chím-qua, Big Bear	1.0	SAAM-1985.66.243_1	Ethnicity|Men|Portraits	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1830
edanmdm-saam_1985.66.386_590V	SAAM	Joc-o-sot--no. 26	1.0	SAAM-1985.66.386590V_1	Ethnicity|Men|Portraits	Graphic Arts-Print	lithograph	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	
edanmdm-saam_1985.66.386_592B	SAAM	Joc-o-sot, the Walking Bear	1.0	SAAM-1985.66.386592B_1	Ethnicity|Men|Portraits	Graphic Arts-Print	lithograph	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	n.d.
edanmdm-saam_1985.66.525	SAAM	Ru-ton-ye-wee-ma, Strutting Pigeon, Wife of White Cloud	1.0	SAAM-1985.66.525_1	Ethnicity|Iowa|Men|Portraits	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1844
edanmdm-saam_1974.39.10	SAAM	Old Italian Masters	1.0	SAAM-1974.39.10_1	Mary, Blessed Virgin, Saint|Religion|Saints|Bible, N.T.|St. Elizabeth	Graphic Arts-Print	wood engraving	Timothy Cole, born London, England 1852-died Poughkeepsie, NY 1931	
edanmdm-saam_1974.39.7	SAAM	Old Italian Masters	1.0	SAAM-1974.39.7_1	St. Thomas|Religion|Saints	Graphic Arts-Print	wood engraving	Timothy Cole, born London, England 1852-died Poughkeepsie, NY 1931	
edanmdm-saam_1983.114.15	SAAM	"Sketch for the Mural at Oberlin College, ""The Spirit of Self-Sacrificing Love"""	1.0	SAAM-1983.114.15_1	Winged being|Passion|Figure female|Love|Fantasy|Allegory	Painting	oil and pencil on canvas	Kenyon Cox, born Warren, OH 1856-died New York City 1919	ca. 1914
edanmdm-saam_1948.2.1	SAAM	Robert Broome	1.0	SAAM-1948.2.1_1	Men|Portraits	Painting-Miniature	watercolor on ivory	Anson Dickinson, born Milton, CT 1779-died Litchfied, CT 1852	ca. 1810
edanmdm-saam_1973.166	SAAM	Winged Victory	1.0	SAAM-1973.166_1	Winged being|Figure female|Fantasy|Triumph|Allegory|Flags	Sculpture	bronze	Daniel Chester French, born Exeter, NH 1850-died Stockbridge, MA 1931	modeled 1921
edanmdm-saam_1985.37	SAAM	Self-Portrait	1.0	SAAM-1985.37_2	Art|Painters|Self-portraits|Occupations|Printmakers|Men|Portraits|Draftsman	Drawing	crayon on paper mounted on paperboard	Marsden Hartley, born Lewiston, ME 1877-died Ellsworth, ME 1943	1908
edanmdm-saam_1915.6.3	SAAM	Full Moon, Limache, Chile	1.0	SAAM-1915.6.3_1	Water|Landscapes|Night|Moon|Outer space|Time|Limache	Painting	oil on canvas	Alfredo Helsby, Chilean, born Santiago de Chile, Chile 1862-died Santiago de Chile, Chile 1933	n.d.
edanmdm-saam_1966.48.64	SAAM	West Point and the Highlands	1.0	SAAM-1966.48.64_1	Sailing ships|Boats and boating|Soldiers|Cannon|Architecture|Occupations|Figure group|Rivers|Landscapes|Highlands|Weapons|West Point|Military	Graphic Arts-Print	color engraving	Samuel Valentine Hunt, born Norwich, England 1803-died Brooklyn, NY 1893	1869
edanmdm-saam_1980.67.7	SAAM	Girl at the Fountain	1.0	SAAM-1980.67.7_1	Water carrier|Figure female|Occupations|Domestic	Graphic Arts-Print	lithograph on paper	William Morris Hunt, born Brattleboro, VT 1824-died Appledore, NH 1879	ca. 1857
edanmdm-saam_XX98I	SAAM	Landscape	1.0	SAAM-XX98I_1	Mountains|Landscapes|Figure group	Painting	oil on wood	John O'Brien Inman, born New York City 1828-died Fordham, NY 1896	n.d.
edanmdm-saam_1978.152.200	SAAM	Les Quais de la Seine a Paris				Graphic Arts-Print	hand-colored etching on postcard	M. Kunay, n.d.	1917
edanmdm-saam_1974.85.13	SAAM	Landscape, Italy	1.0	SAAM-1974.85.13_1		Drawing		Donald Shaw MacLaughlan, born Charlottetown, Prince Edward Island, Canada 1876-died Marrakesh, Morocco 19	
edanmdm-saam_1979.136.156	SAAM	Street Scene under Steel Bridge	1.0	SAAM-1979.136.156_1	Bridges|Architecture|Cityscapes|Streets|Figure(s) in exterior	Graphic Arts-Print	etching on paper	C. F. William Mielatz, born Breddin, Germany 1864-died New York City 1919	1904
edanmdm-saam_1967.14.14	SAAM	Landscape with Willow	1.0	SAAM-1967.14.14_1		Graphic Arts-Print	etching	Willem Bemmel, Dutch, born Utrecht, Netherlands 1630-died Wöhrd, Germany 1708	
edanmdm-saam_XX116	SAAM	Peasants and Cattle	1.0	SAAM-XX116_1	Animals|Architecture|Cattle|Farms|Occupations|Domestic|Figure group|Peasant|Goat|Animal husbandry	Painting	oil on canvas		n.d.
edanmdm-saam_1967.63.156	SAAM	Standing Female Nude	1.0	SAAM-1967.63.156_1	Figure female|Nudity	Drawing	drawing	Carl Newman, born Philadelphia, PA 1858-died Abington, PA 1932	
edanmdm-saam_1963.6.36	SAAM	Yorktown	1.0	SAAM-1963.6.36_1	Landscapes|Architecture|Domestic|Rivers|Dwellings|York River|Yorktown	Drawing	ink wash	Ernest C. Peixotto, born San Francisco, CA 1869-died New York City 1940	1898
edanmdm-saam_1978.77.6	SAAM	Lower Broadway	1.0	SAAM-1978.77.6_1	Commercial|Architecture|Skyscraper|Figure group|Broadway|Cityscapes|Streetcar|Streets|Vehicles	Graphic Arts-Print	drypoint	Joseph Pennell, born Philadelphia, PA 1857-died New York City 1926	1904
edanmdm-saam_1971.439.25	SAAM	The Contrary Sex	1.0	SAAM-1971.439.25_1	Figure female	Graphic Arts-Print	woodcut	José Guadalupe Posada, Mexican, Aguascalientes, Mexico 1852-died Mexico City, Mexico 1913	
edanmdm-saam_1985.66.362_049	SAAM	Night Scene of Indian Tipi	1.0	SAAM-1985.66.362049_1	Night|Architecture|Shield|Clothing and dress|Figure group|Teepee|Dress accessories|Time|Landscapes|Ethnicity|Weapons|Domestic|Spear	Painting	oil on canvas	Benjamin Raborg, born MO 1871- died San Francisco, CA 1918	1895
edanmdm-saam_1976.153.36	SAAM	Untitled				Painting		Frank Edwin Scott, born Buffalo, NY 1863-died Paris, France 1929	
edanmdm-saam_1984.84.1	SAAM	Miss Goodin	1.0	SAAM-1984.84.1_1	Women|Portraits	Painting-Miniature	watercolor on ivory	James P. Smith, ca. 1803-died Philadelphia, PA 1888	ca. 1835
edanmdm-saam_1985.66.384_187	SAAM	Fort Harker, Kansas, East Side			Landscapes	Painting	watercolor on paper	Hermann Stieffel, born Wiesbaden, Germany 1826-died Washington, DC 1886	1870-1871
edanmdm-saam_1967.14.15	SAAM	Landscape	1.0	SAAM-1967.14.15_1	Landscapes	Drawing		Herman van Swanevelt, Dutch, born Woerden, The Netherlands ca. 1600-died Paris, France 1655	
edanmdm-saam_1966.34.2	SAAM	Cloudburst at Black Mesa, New Mexico	1.0	SAAM-1966.34.2_1	Mountains|Weather|Black Mesa|Landscapes|Storms|Cloud|Deserts	Painting	oil on canvas	Allen Tucker, born Brooklyn, NY 1866-died New York City 1939	1925
edanmdm-saam_1950.6.10	SAAM	Mary Louise Adams			Women|Portraits	Painting	watercolor on paperboard	Unidentified	n.d.
edanmdm-saam_1973.119.2	SAAM	Table			Tables|Furnishings	Decorative Arts-Furniture	wood: oak?/stained	Unidentified (American?)	n.d.
edanmdm-saam_1970.355.398	SAAM	Arethusa (Arethusa bulbosa)	1.0	SAAM-1970.355.398_2	Arethusa (Greek mythology)|Arethusa bulbosa|Botanical study	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1918
edanmdm-saam_1970.355.623	SAAM	Pink Pussytoes (Antennaria rosea)	1.0	SAAM-1970.355.623_1	Pink pussytoes|Botanical study|Antennaria rosea	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1916
edanmdm-saam_1970.355.9	SAAM	Showy Orchids (Orchis spectabilis)	1.0	SAAM-1970.355.9_1	Orchis spectabilis|Showy orchid|Botanical study	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1885
edanmdm-saam_1970.355.685	SAAM	Woolly Arnica (Arnica tomentosa)	1.0	SAAM-1970.355.685_1	Wooly arnica|Arnica tomentosa|Botanical study	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1920
edanmdm-saam_1929.8.264.18	SAAM	Horse			Animals|Horses	Decorative Arts	alabaster	Unidentified	n.d.
edanmdm-saam_1929.8.250	SAAM	Book Cover	1.0	SAAM-1929.8.250_1	Religion|Crucifixion|Bible, N.T.	Decorative Arts	copper and champleve enamel	Unidentified	1200-1225
edanmdm-saam_1956.6.13	SAAM	Fan	1.0	SAAM-1956.6.13_1	Sport|Animals|Bullfighting|Cattle|Occupations|Figure group|Horses|Male and female	Decorative Arts	paper; ivory	Unidentified (Spanish)	1850-1870
edanmdm-saam_1956.6.47	SAAM	Fan	1.0	SAAM-1956.6.47_1	Cats|Classical dress|Animals|Chairs|Clothing and dress|Mary, Blessed Virgin, Saint|Figure group|Religion|Bible, N.T.|Angels|History|Furnishings	Decorative Arts	paper; mother of pearl	Unidentified (French)	1800-1900
edanmdm-saam_1956.6.A-3	SAAM	Fan	1.0	SAAM-1956.6.A-3_1		Decorative Arts	fabric: lace; mother of pearl; ivory	Unidentified (French)	1875-1900
edanmdm-saam_1929.8.245.82	SAAM	Plaque	1.0	SAAM-1929.8.245.82_1	Landscapes|Figure group	Decorative Arts	enamel	Unidentified	
edanmdm-saam_1929.8.265.1	SAAM	Bowl				Decorative Arts-Glass	glass	Unidentified (Chinese)	1600-1800
edanmdm-saam_1992.13.25	SAAM	A Snowy Day	1.0	SAAM-1992.13.25_1	Weather|Ethnicity|Snow|Tokyo|Clothing and dress|Dress accessories|Umbrellas|Cityscapes|Figure(s) in exterior	Graphic Arts-Print	color woodcut on paper	Helen Hyde, born Lima, NY 1868-died Pasadena, CA 1919	1901
edanmdm-saam_1992.13.29	SAAM	The Chase	1.0	SAAM-1992.13.29_1	Ethnicity|Sport and play|Recreation|Japanese dress|Clothing and dress|Children	Graphic Arts-Print	color woodcut on paper	Helen Hyde, born Lima, NY 1868-died Pasadena, CA 1919	1903
edanmdm-saam_1994.91.68	SAAM	Gloster Mill, 60 Stamps, 24 Pans, 12 Settlers	1.0	SAAM-1994.91.68_1	Industrialization|Landscapes|Architecture|Gloster Mill|Mill	Photography-Photoprint	albumen silver print	F. Jay Haynes, born Saline, MI 1853-died St. Paul, MN 1921	ca. 1885
edanmdm-saam_1994.91.47V	SAAM	Arctic Regions: Page 34, No. 41, Enlarged View of No. 33	1.0	SAAM-1994.91.47V_1	Landscapes|Iceberg	Photography-Photoprint	albumen silver print	George P. Critcherson, born 1823-died 1892	1869, published 1873
edanmdm-saam_1998.149.34	SAAM	Pieced quilt (Strips)	1.0	SAAM-1998.149.34_1		Crafts	chintz and printed cotton	Unidentified	ca. 1845-1850
edanmdm-saam_1999.27.1	SAAM	Hiland Hill, Jr.	1.0	SAAM-1999.27.1_1	Men|Portraits	Painting-Miniature	watercolor on ivory	Alfred T. Agate, born Sparta, NY 1812-died Washington, DC 1846	1836
edanmdm-saam_2000.47.20	SAAM	Portrait of a Northwood, New Hampshire Gentleman	1.0	SAAM-2000.47.20_1	Figure male	Photography-Photoprint	salted paper print with applied color	Unidentified	ca. 1855
edanmdm-saam_2000.47.21	SAAM	Woman in Green Dress Seated in Gothic Chair	1.0	SAAM-2000.47.21_1	Chairs|Figure female|Furnishings	Photography-Photoprint	salted paper print with applied color	Unidentified	ca. 1857
edanmdm-saam_1950.2.19A	SAAM	Sphinx Caterpillar, study for book Concealing Coloration in the Animal Kingdom	1.0	SAAM-1950.2.19A_1	Leaves|Animals|Insects|Caterpillars|Foliage	Painting	watercolor on paper	Abbott Handerson Thayer, born Boston, MA 1849-died Dublin, NH 1921	n.d.
edanmdm-saam_2004.29.5	SAAM	Coffee Planters Residence--San Isidro	1.0	SAAM-2004.29.5_2	Industrialization|Landscapes|Architecture|Occupations|Domestic|Figure group|Foodstuff|Plants|San Isidro|Coffee|Dwellings	Photography-Photoprint	albumen silver print	Eadweard Muybridge, born Kingston-upon-Thames, England 1830-died Kingston-upon-Thames, England 1904	1875, published 1877
edanmdm-saam_2013.36	SAAM	A Flowered Gown	1.0	SAAM-2013.36_1	Figure female	Painting	pastel on canvas	Thomas Anshutz, born Newport, KY 1851-died Fort Washington, PA 1912	1906
edanmdm-saam_2015.38	SAAM	Untitled (Controlled Crazy Quilt)				Folk Art	suiting samples and burlap	Unidentified	ca. 1900-1920
edanmdm-saam_1983.83.190	SAAM	The Rhone from the Path to Salvari (Switzerland)	1.0	SAAM-1983.83.190_1	Landscapes|Salvari|Rhone River|Rivers	Painting	watercolor and pencil on paper	George Elbert Burr, born Monroe Falls, OH 1859-died Phoenix, AZ 1939	1898
edanmdm-saam_1985.66.346	SAAM	Comanche Village, Women Dressing Robes and Drying Meat	1.0	SAAM-1985.66.346_1	Ethnicity|Cooking|Animals|Architecture|Occupations|Domestic|Dogs|Figure group|Teepee	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1834-1835
edanmdm-saam_1985.66.376	SAAM	Floyd's Grave, Where Lewis and Clark Buried Sergeant Floyd in 1804	1.0	SAAM-1985.66.376_1	Western|Landscapes|Men|Monuments|Figure group|Floyd|Rivers|Gravestone	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1832
edanmdm-saam_1985.66.289	SAAM	Hól-te-mál-te-téz-te-néek-ee, Sam Perryman	1.0	SAAM-1985.66.289_1	Ethnicity|Clothing and dress|Men|Portraits	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1834
edanmdm-saam_1971.296	SAAM	George Washington, First President of the U.S.	1.0	SAAM-1971.296_1	Occupations|Men|Portraits|Political|Presidents	Graphic Arts-Print	hand-colored lithograph	Nathaniel Currier, born Roxbury, MA 1813-died New York City 1888	n.d.
edanmdm-saam_1970.188	SAAM	Vega(*)	1.0	SAAM-1970.188_1	Landscapes|Plains	Drawing	pastel and watercolor on paper	Arthur B. Davies, born Utica, NY 1862-died Florence, Italy 1928	ca. 1920s
edanmdm-saam_1929.6.37	SAAM	In the Garden	1.0	SAAM-1929.6.37_1	Women|Landscapes|Night|Moon|Outer space|Figure group|Time|Seasons|Spring	Painting	oil on canvas	Thomas Wilmer Dewing, born Boston, MA 1851-died New York City 1938	1892-1894
edanmdm-saam_1975.114	SAAM	Shepherd	1.0	SAAM-1975.114_1	Shepherd|Landscapes|Animals|Farms|Occupations|Sheep|Figure male	Painting	oil on canvas	Ruger Donoho, born Church Hill, MS 1857-died New York City 1916	1884
edanmdm-saam_1978.124	SAAM	Winter Scene in New Haven, Connecticut	1.0	SAAM-1978.124_1	Landscapes|Animals|New Haven|Winter|Architecture|Farms|Farmhouse|Dogs|Domestic|Figure group|Seasons	Painting	oil on canvas	George Henry Durrie, born New Haven, CT 1820-died New Haven, CT 1863	ca. 1858
edanmdm-saam_1975.53.4	SAAM	View of Baltimore			Landscapes|Cityscapes	Graphic Arts-Print		S. Fisher, n.d.	
edanmdm-saam_1970.50	SAAM	Untitled	1.0	SAAM-1970.50_1	Water|Landscapes|Boats and boating|Architecture|Rowboat	Drawing	pencil on paper	Charles Lee Frank, born New Orleans, LA ca. 1873-died Washington, DC 1938	ca. 1925-1930
edanmdm-saam_1967.136.14	SAAM	Major General John Pope	1.0	SAAM-1967.136.14_1	Occupations|Men|Portraits|Major general|Military	Drawing	pencil heightened with white on paper	James Edward Kelly, born New York City 1855-died New York City 1933	1879
edanmdm-saam_1929.6.73	SAAM	Arranging the Tulips	1.0	SAAM-1929.6.73_1	Flower arranging|Figure female|Occupations|Domestic	Painting	oil on canvas	Gari Melchers, born Detroit MI 1860-died Falmouth, VA 1932	before 1928
edanmdm-saam_1984.126.14	SAAM	Animal Locomotion (plate 300) (Man Kicking a Ball)	1.0	SAAM-1984.126.14_1	Balls (Sporting goods)|Sport and play|Recreation|Motion study|Figure male	Photography-Photomechanical Reproduction	photogravure	Eadweard Muybridge, born Kingston-upon-Thames, England 1830-died Kingston-upon-Thames, England 1904	1887
edanmdm-saam_1974.93.6	SAAM	Bacchante Triste	1.0	SAAM-1974.93.6_1	Bacchantes|Figure female|Mythology	Drawing	pastel on fiberboard	Alice Pike Barney, born Cincinnati, OH 1857-died Los Angeles, CA 1931	n.d.
edanmdm-saam_1952.13.32	SAAM	Alice Warder Garrett	1.0	SAAM-1952.13.32_1	Women|Portraits	Painting	oil on canvas	Alice Pike Barney, born Cincinnati, OH 1857-died Los Angeles, CA 1931	ca. 1909-1910
edanmdm-saam_1983.90.12	SAAM	(Landscape)	1.0	SAAM-1983.90.12_1	Landscapes|Animals|Roads|Architecture|Domestic|Figure group|Family|Birds|Chicken|Dwellings	Painting	watercolor and pencil on paper	Ann Brockman, born Alameda, CA 1899-died New York City 1943	ca. 1943
edanmdm-saam_1967.63.166	SAAM	Standing Female Nude	1.0	SAAM-1967.63.166_1	Figure female|Nudity	Drawing	drawing	Carl Newman, born Philadelphia, PA 1858-died Abington, PA 1932	
edanmdm-saam_1929.8.242	SAAM	Pegasus Vase (also called Dennis Vase)	1.0	SAAM-1929.8.242_1	Vase|Pegasus|Mythology	Decorative Arts	cameo	John Northwood, English, born Wordsley, England 1836-died 1902	
edanmdm-saam_1968.155.68	SAAM	Proserpine	1.0	SAAM-1968.155.68_1	Proserpine|Sculpture model|Mythology	Sculpture	marble	Hiram Powers, born Woodstock, VT 1805-died Florence, Italy 1873	carved after 1873
edanmdm-saam_1983.65.1	SAAM	Dancer Resting	1.0	SAAM-1983.65.1_1	Figure female|Nudity|Dance|State of being|Mood (Psychology)|Weariness|Entertainers	Drawing	pen and ink and watercolor on paper	Charles Walter Stetson, born Tiverton, RI 1858-died Rome, Italy 1911	1882
edanmdm-saam_1946.11.4	SAAM	Portrait of a Gentleman	1.0	SAAM-1946.11.4_1	Men|Portraits	Painting-Miniature	watercolor on ivory	Unidentified	ca. 1840
edanmdm-saam_XX98L	SAAM	Portrait of a Man	1.0	SAAM-XX98L_1-000001	Clothing and dress|Men|Dress accessories|Portraits|Jewelry|Hats	Painting	oil on canvas	Unidentified (Dutch)	19th century
edanmdm-saam_1970.355.727	SAAM	California Pitcherplant (Chrysamphora californica)	1.0	SAAM-1970.355.727_2	Chrysamphora californica|California pitcherplant|Botanical study	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1924
edanmdm-saam_1970.355.599	SAAM	Crossvine (Anisostichus capreolatus)	1.0	SAAM-1970.355.599_2	Crossvine|Anisostichus capreolatus|Botanical study	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1925
edanmdm-saam_1970.355.60	SAAM	False Indigo (Baptista bructeata)	1.0	SAAM-1970.355.60_2	False indigo|Baptista bructeata|Botanical study	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1932
edanmdm-saam_1970.355.384	SAAM	Flame Azalea (Azalea lutea)	1.0	SAAM-1970.355.384_2	Flame azalea|Botanical study|Azaleas	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1921
edanmdm-saam_1970.355.208	SAAM	On the Road to Monument	1.0	SAAM-1970.355.208_2	Plants|Botanical study	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1881
edanmdm-saam_1972.84.111	SAAM	Seated Model	1.0	SAAM-1972.84.111_1	Art|Figure female|Occupations|Models (representations)|Nudity	Graphic Arts-Print	etching on paper	J. Alden Weir, born West Point, NY 1852-died New York City 1919	ca. 1887-1893
edanmdm-saam_1910.9.16	SAAM	Indian Summer Day	1.0	SAAM-1910.9.16_1	Trees|Landscapes|Autumn|Rivers|Seasons	Painting	oil on canvas	Max Weyl, born Muhlen-on-Neckar, Germany 1837-died Washington, DC 1914	1907
