id	unitCode	title	media_count	media_id	topics	object_type	medium	artist	date
edanmdm-saam_1971.439.94	SAAM	Calavera for the Policeman	1.0	SAAM-1971.439.94_1	Occupations|Service|Policeman|Skeleton	Graphic Arts-Print	woodcut	José Guadalupe Posada, Mexican, Aguascalientes, Mexico 1852-died Mexico City, Mexico 1913	
edanmdm-saam_1915.5.1	SAAM	The Falling Gladiator	1.0	SAAM-1915.5.1_1	Sport|Occupations|Nudity|State of being|Figure male|Death|History|Athletes	Sculpture	plaster	William Rimmer, born Liverpool, England 1816-died South Milford, MA 1879	1861
edanmdm-saam_1983.90.173	SAAM	The Sortie Made by the Garrison of Gibraltar in the Morning of the 27 of November 1781			History	Graphic Arts-Print	engraving	William Sharp, English, born London, England 1749-died London, England 1824	1799
edanmdm-saam_1985.66.295_540	SAAM	Ta-do-udo-sa (Prairie Chicken)	1.0	SAAM-1985.66.295540_1	Ethnicity|Men|Portraits	Painting	oil on canvas	Antonion Zeno Shindler, 1813 Bulgaria-died Washington, DC 1899	ca. 1887
edanmdm-saam_1930.12.47	SAAM	Figure Study for Decorative Panel	1.0	SAAM-1930.12.47_1	Landscapes|Figure female|Nudity	Drawing	pencil and watercolor on paper mounted on paperboard	Walter Shirlaw, born Paisley, Scotland 1838-died Madrid, Spain 1909	n.d.
edanmdm-saam_1970.285	SAAM	John Cockey, III	1.0	SAAM-1970.285_1	Men|Portraits	Painting	oil on canvas	Philip Tilyard, born Baltimore, MD 1785-died Baltimore, MD 1830	ca. 1822-1827
edanmdm-saam_1929.6.144	SAAM	The Brook, Greenwich, Connecticut	1.0	SAAM-1929.6.144_1	Landscapes|Rivers|Greenwich	Painting	oil on canvas	John Henry Twachtman, born Cincinnati, OH 1853-died Gloucester, MA 1902	ca. 1890-1900
edanmdm-saam_1950.4.21	SAAM	English Gentleman	1.0	SAAM-1950.4.21_1	Ethnicity|Men|Portraits	Painting-Miniature	watercolor on ivory	Unidentified (British)	ca. 1810
edanmdm-saam_1981.172.11	SAAM	Lady	1.0	SAAM-1981.172.11_1	Women|Portraits	Silhouette	hollow cut paper on fabric	Unidentified	n.d.
edanmdm-saam_1978.108.52	SAAM	(Illustration for Rubáiyát of Omar Khayyám) The Sorry Scheme	1.0	SAAM-1978.108.52_2	Animals|Literature|Older people|Khayyam, Omar|Religion|Birds|Figure male|Rubaiyat|Angels	Drawing	chalk, pencil, ink and watercolor on paper	Elihu Vedder, born New York City 1836-died Rome, Italy 1923	1883-1884
edanmdm-saam_1970.355.484	SAAM	Highbush Blackberry (Rubus argutus)	1.0	SAAM-1970.355.484_2	Rubus argutus|Highbush blackberry|Botanical study	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1919
edanmdm-saam_1970.355.354	SAAM	White Troutlily (Erythronium albidum)	1.0	SAAM-1970.355.354_2	White troutlily|Botanical study|Erythronium albidum	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1919
edanmdm-saam_1973.130.104	SAAM	Portrait of Mrs. C--	1.0	SAAM-1973.130.104_1	Women|Portraits	Graphic Arts-Print	wood engraving on paper	Henry Wolf, born Eckwersheim, Alsace 1852-died New York City 1916	1894
edanmdm-saam_1973.130.78	SAAM	In Her First Youth	1.0	SAAM-1973.130.78_1	Figure female	Graphic Arts-Print	wood engraving on paper	Henry Wolf, born Eckwersheim, Alsace 1852-died New York City 1916	1892
edanmdm-saam_1929.8.171.1	SAAM	Necklace				Decorative Arts-Jewelry	glass, lapis lazuli, and gold	Unidentified	
edanmdm-saam_1929.8.256	SAAM	Glass Figure of a Standing Bodhisattva				Decorative Arts-Glass	glass	Unidentified	n.d.
edanmdm-saam_1929.8.175.19	SAAM	Necklace				Decorative Arts-Jewelry	faience and glass	Unidentified	100 B.C.-100 A.D.
edanmdm-saam_1935.8.40	SAAM	Fan	1.0	SAAM-1935.8.40_1	Amusements|Animals|Donkey|Recreation|Dogs|Figure group|Conversation	Decorative Arts	paper; ivory	Unidentified (Dutch)	1740-1750
edanmdm-saam_1956.6.66B	SAAM	Fan	1.0	SAAM-1956.6.66B_1	Amusements|Animals|Recreation|Figure group|Sheep|Conversation|Male and female	Decorative Arts	paper; ivory; mother of pearl	Unidentified (French)	
edanmdm-saam_1929.8.245.32	SAAM	Scent Bottle	1.0	SAAM-1929.8.245.32_1		Decorative Arts	enamel and gilded metal	Unidentified	1750-1800
edanmdm-saam_1991.56.271	SAAM	Nanfio	1.0	SAAM-1991.56.271_1	Mountains|Landscapes	Drawing	pencil on paper	Miner Kilbourne Kellogg, born Manlius Square, NY 1814-died Toledo, OH 1889	1843
edanmdm-saam_1998.160.3	SAAM	"Untitled from ""Atlantic and Great Western Railway"" Plate 43"			Bridges|Atlantic and Great Western Railroad|Railroad yard|Industrialization|Architecture	Photography-Photoprint	albumen silver print	J. F. Ryder, born Ithaca, NY 1826-died Cleveland, OH 1904	1860
edanmdm-saam_1996.63.144	SAAM	A Boston Watering-Cart, from Ballou's Pictorial Drawing-Room Companion, September 12, 1857	1.0	SAAM-1996.63.144_1	Commercial|Architecture|Occupations|Street sweeper|Figure group|Service|Store|Cityscapes|Vehicles|Carriage	Graphic Arts-Print	wood engraving on paper	Winslow Homer, born Boston, MA 1836-died Prout's Neck, ME 1910	1857
edanmdm-saam_2000.47.13	SAAM	Gentleman in Brown Velvet with Patterned Waistcoat	1.0	SAAM-2000.47.13_1	Figure male	Photography-Photoprint	salted paper print with applied color	Unidentified	ca. 1848
edanmdm-saam_1918.5.64	SAAM	Jar				Decorative Arts	glass and enamel	Unidentified	n.d.
edanmdm-saam_1983.83.171	SAAM	Rhine at the Lurlei	1.0	SAAM-1983.83.171_1	Lurlei|Landscapes|Art|Rhine River|Rivers	Drawing	pencil on paper	George Elbert Burr, born Monroe Falls, OH 1859-died Phoenix, AZ 1939	1900
edanmdm-saam_1983.83.55	SAAM	Untitled (transfer drawing for Storm near Timberline)	1.0	SAAM-1983.83.55_1	Trees|Western|Weather|Landscapes|Storms|Rocks	Drawing	pencil on paper	George Elbert Burr, born Monroe Falls, OH 1859-died Phoenix, AZ 1939	ca. 1922
edanmdm-saam_1985.66.455	SAAM	Sham Fight, Mandan Boys	1.0	SAAM-1985.66.455_1	Western|Rites and ceremonies|Ethnicity|Children|Sham Fight	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1832-1833
edanmdm-saam_1974.39.27	SAAM	Old Italian Masters	1.0	SAAM-1974.39.27_1	Mary, Blessed Virgin, Saint|Religion|Bible, N.T.|Children|Jesus Christ	Graphic Arts-Print	wood engraving	Timothy Cole, born London, England 1852-died Poughkeepsie, NY 1931	
edanmdm-saam_1929.7.1	SAAM	Abundance and the Arts	1.0	SAAM-1929.7.1_1	Figure group|Mythology|Putti|Allegory|Arts and sciences	Graphic Arts-Print	line engraving	Joseph de Longueil, French, born Givet, France 1730-died Paris, France 1792	1776
edanmdm-saam_1929.6.46	SAAM	Head of a Young Girl	1.0	SAAM-1929.6.46_1	Women|Portraits	Painting-Miniature	watercolor on ivory	Lucia Fairchild Fuller, born Boston, MA 1870-died Madison, WI 1924	ca. 1900
edanmdm-saam_1967.56.27	SAAM	Village Scene	1.0	SAAM-1967.56.27_1	Architecture|Figure group|Vehicles|Animals|Winter|Dogs|Domestic|Horses|Cityscapes|Seasons|Streets|Dwellings|Carriage	Painting	oil on canvas	"George Overbury ""Pop"" Hart, born Cairo, IL 1868-died New York City 1933"	n.d.
edanmdm-saam_1982.1.31	SAAM	Portrait of William E. Norton	1.0	SAAM-1982.1.31_1	Art|Painters|Occupations|Men|Portraits	Painting	oil on canvas	William Penhallow Henderson, born Medford, MA 1877-died Tesuque, NM 1943	1901
edanmdm-saam_1895.10.3	SAAM	Grizzly Bear at Bay	1.0	SAAM-1895.10.3_1	Animals|Bears	Sculpture	painted plaster	Edward Kemeys, born Savannah, GA 1843-died Washington, DC 1907	1871-1885
edanmdm-saam_1967.136.6	SAAM	Mountains in Colorado	1.0	SAAM-1967.136.6_1	Mountains|Western|Landscapes|Rocks	Painting	oil on paper mounted on paperboard	John Frederick Kensett, born Cheshire, CT 1816-died New York City 1872	1870
edanmdm-saam_1982.80.4	SAAM	Untitled	1.0	SAAM-1982.80.4_1	Industrialization|Construction|Landscapes|Roof|Architecture|Occupations|Figure group|Fence|Detail	Graphic Arts-Print	woodcut on paper	Mildred McMillen, born Chicago, IL 1884-died ca. 1940	1915
edanmdm-saam_1958.5.3	SAAM	Above Tower Falls, Yellowstone	1.0	SAAM-1958.5.3_1	Yellowstone National Park|Landscapes|Tower Falls|Waterfalls|Rocks|Tower Creek|Rivers|Parks	Painting	watercolor and gouache on paper	Thomas Moran, born Bolton, England 1837-died Santa Barbara, CA 1926	1872
edanmdm-saam_1984.50	SAAM	The Departure of the Crusaders	1.0	SAAM-1984.50_2	Bishop|Crusades|Architecture|Procession|Occupations|Religion|Castles|History|Parade|Mountains|Rites and ceremonies|Landscapes|Animals|Horses	Painting	oil on canvas	Victor Nehlig, born Paris, France 1830-died New York City 1909	1863
edanmdm-saam_1916.6.46	SAAM	Woman Seated in a Garden	1.0	SAAM-1916.6.46_1	Landscapes|Figure female|Gardens	Painting	Oil on canvas	Eliphalet Fraser Andrews, born Steubenville, OH 1835-died Washington, DC 1915	n.d.
edanmdm-saam_1973.150	SAAM	The Yacht America	1.0	SAAM-1973.150_1	Boats and boating|Architecture|Yacht|Waterscapes|Sea	Painting	oil on canvas	Charles S. Raleigh, born Gloucester, England 1830-died Bourne, MA 1925	1877
edanmdm-saam_1957.3.3	SAAM	Col. Josiah Parker	1.0	SAAM-1957.3.3_1	Uniforms|Occupations|Clothing and dress|Men|Portraits|Military	Painting-Miniature	watercolor on ivory	John Ramage, born Dublin, Ireland ca. 1748-died Montreal, Quebec, Canada 1802	ca. 1789
edanmdm-saam_1909.7.57	SAAM	The White Parasol	1.0	SAAM-1909.7.57_2	Landscapes|Figure female|Occupations|Clothing and dress|Domestic|Dress accessories|Umbrellas|Gardens|Gathering|Plants|Lily	Painting	oil on canvas	Robert Reid, born Stockbridge, MA 1862-died Clifton Springs, NY 1929	ca. 1907
edanmdm-saam_1979.117.1	SAAM	Boat Yard, Eastern Branch	1.0	SAAM-1979.117.1_1	Boats and boating|Landscapes|Rivers|Waterscapes|Wharf	Graphic Arts-Print	color etching and drypoint on paper	A. H. O. Rolle, born Sibley County, MN 1875-died Washington, DC 1941	ca. 1924
edanmdm-saam_1966.39.1	SAAM	Study in Rhythm: Red and Gold	1.0	SAAM-1966.39.1_1	Art, abstract|Art|Geometric	Painting	gouache on paperboard	Joseph Schillinger, born Kharkov, Russia 1895-died New York City 1943	ca. 1934
edanmdm-saam_1935.13.295	SAAM	The Bridge, Erie Basin, N.Y.	1.0	SAAM-1935.13.295_1	Boats and boating|Animals|Architecture|Horses|Figure male|Cityscapes|Brooklyn|Wharf|Fishing boat	Graphic Arts-Print	etching	Henry B. Shope, born Baltimore, MD 1862-died Bellevue, France 1929	n.d.
edanmdm-saam_1970.128.1	SAAM	Lamp (one of a pair)			Figure female|Lamps|Furnishings	Decorative Arts-Furniture	metal: bronze and glass	Unidentified (Austrian?)	ca. 1850-1900
edanmdm-saam_1951.13	SAAM	Old Mesilla Plaza	1.0	SAAM-1951.13_1	Architecture|Religion|Cities and towns|Cityscapes|Bird's eye view|Wagon|Mesilla|Figure(s) in exterior|Church buildings|Vehicles	Folk Art	oil on canvas	Leon Trousset, born France 1838-died Juarez, Mexico 1917	ca. 1885-1886
edanmdm-saam_1969.193	SAAM	James Smithson Memorial Tablet	1.0	SAAM-1969.193_1	Men|Portraits	Sculpture	plaster		modeled 1896, cast after 1900
edanmdm-saam_1970.355.530	SAAM	Brook Lobelia (Lobelia kalmii)	1.0	SAAM-1970.355.530_2	Lobelia kalmii|Botanical study|Brook lobelia	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1923
edanmdm-saam_1970.355.588	SAAM	Sweet Pitcherplant (Sarracenia rubra)	1.0	SAAM-1970.355.588_1	Sarracenia rubra|Sweet pitcherplant|Botanical study	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1920
edanmdm-saam_1972.84.117	SAAM	The Eternal Rest	1.0	SAAM-1972.84.117_1	Figure female|Religion|Allegory	Graphic Arts-Print	etching and drypoint on paper	J. Alden Weir, born West Point, NY 1852-died New York City 1919	ca. 1892
edanmdm-saam_1972.84.90	SAAM	Liverpool Docks	1.0	SAAM-1972.84.90_1	Boats and boating|Landscapes|Liverpool|Cityscapes|Wharf|Waterscapes	Graphic Arts-Print	etching on paper	J. Alden Weir, born West Point, NY 1852-died New York City 1919	1889
edanmdm-saam_1973.130.255	SAAM	Lady with the Lute	1.0	SAAM-1973.130.255_1	Architecture|Figure female|Music|Domestic|Entertainers|Lute|Dwellings	Graphic Arts-Print	wood engraving on paper	Henry Wolf, born Eckwersheim, Alsace 1852-died New York City 1916	1909
edanmdm-saam_1929.8.235.107	SAAM	Dress Ornaments				Decorative Arts-Jewelry	gold, enamel, and pearls	Unidentified	1500-1600
edanmdm-saam_1929.8.255.4	SAAM	Libation Bowl				Decorative Arts-Glass	glass	Unidentified	1600-1800
edanmdm-saam_1994.91.281	SAAM	The Vernal and Nevada Falls, from Glacier Point, Yosemite	1.0	SAAM-1994.91.281_1	Landscapes|Vernal Falls|Waterfalls|Bird's eye view|Parks|Nevada Falls	Photography-Photoprint	albumen silver print	Isaiah West Taber, born Bedford, MA 1830-died San Francisco, CA 1912	ca. 1870, printed ca. 1875
edanmdm-saam_1986.65.379	SAAM	Eletrical Tattooing	1.0	SAAM-1986.65.379_1	Reptile|Animals|Roses|Weapons|Dagger|Flowers|Snakes	Folk Art	painted wood with iron and brass trim and electrical fittings, tattooing needles and ink, paper card, labels, metal box, and glass bottles	Unidentified (American)	ca. 1920s-1930s
edanmdm-saam_1991.56.125	SAAM	Alicante, Spain	1.0	SAAM-1991.56.125_1	Landscapes	Drawing	pencil on paper	Miner Kilbourne Kellogg, born Manlius Square, NY 1814-died Toledo, OH 1889	1851
edanmdm-saam_1998.8.3	SAAM	Compass Rose Patchwork Quilt	1.0	SAAM-1998.8.3_1		Crafts	cotton	Betsy Morphew, born 1817-died 1897	ca. 1850-1900
edanmdm-saam_1996.63.112	SAAM	The Inauguration of Abraham Lincoln as President, from Harper's Weekly, March 4, 1861	1.0	SAAM-1996.63.112_1	Rites and ceremonies|Oath|Literature|Architecture|Government|Occupations|Figure group|Political|U. S. Capitol|Presidents|Harper's Weekly	Graphic Arts-Print	wood engraving on paper		1861
edanmdm-saam_1996.63.116	SAAM	Our Army before Yorktown, Virginia, from Harper's Weekly, May 3, 1862	1.0	SAAM-1996.63.116_1	Sailing ships|Boats and boating|Soldiers|Literature|Architecture|Occupations|American Civil War (1861-1865)|Figure group|History|Landscapes|Civil War, 1861-1865|Men|Harper's Weekly|Military|Yorktown	Graphic Arts-Print	wood engraving on paper	Alfred Rudolph Waud, born London, England 1828-died Marietta, GA 1891	1862
edanmdm-saam_1996.63.166	SAAM	The Coolest Spot in New England--Summit of Mount Washington, from Harper's Bazar, July 23, 1870	1.0	SAAM-1996.63.166_1	Mountains|Landscapes|Staffs (Sticks, canes, etc.)|Clothing and dress|Mount Washington|Figure group|Dress accessories	Graphic Arts-Print	wood engraving on paper	Winslow Homer, born Boston, MA 1836-died Prout's Neck, ME 1910	1870
edanmdm-saam_1991.56.248	SAAM	Corner of House--Malta	1.0	SAAM-1991.56.248_1	Landscapes|Architecture|Domestic|Dwellings|Malta	Drawing	pencil on paper	Miner Kilbourne Kellogg, born Manlius Square, NY 1814-died Toledo, OH 1889	
edanmdm-saam_1999.97.20	SAAM	The Plaza, Panama	1.0	SAAM-1999.97.20_1	Commercial|Architecture|Monuments|Figure group|Store|Cityscapes|Statues|Square|Streets|Hotel	Photography-Photoprint	albumen silver print	Eadweard Muybridge, born Kingston-upon-Thames, England 1830-died Kingston-upon-Thames, England 1904	1875, published 1877
edanmdm-saam_1918.5.91	SAAM	Japanese Lacquer Vase	1.0	SAAM-1918.5.91_1	Boats and boating|Landscapes|Ethnicity|Coasts|Architecture|Vase|Sailboats|Waterscapes	Decorative Arts	cinnabar lacquer	Unidentified	n.d.
edanmdm-saam_1996.56.11	SAAM	Untitled (postcard)	1.0	SAAM-1996.56.11_1	Figure group|Foliage|Family	Photography-Photomechanical Reproduction	cyanotype	Unidentified	ca. 1907
edanmdm-saam_1967.63.80	SAAM	Seated Female Nude	1.0	SAAM-1967.63.80_1	Art|Figure female|Occupations|Models (representations)|Nudity	Drawing	drawing	Carl Newman, born Philadelphia, PA 1858-died Abington, PA 1932	
edanmdm-saam_1967.63.174A	SAAM	Seated Female Nude	1.0	SAAM-1967.63.174R_1	Figure female|Nudity	Drawing	drawing	Carl Newman, born Philadelphia, PA 1858-died Abington, PA 1932	
edanmdm-saam_1927.12.1	SAAM	Charles William Eliot	1.0	SAAM-1927.12.1_1	Older people|Men|Laurel|Foliage|Portraits	Sculpture-Medal	bronze	W. Clark Noble, born Gardiner, ME 1858-died Washington, DC 1938	1924
edanmdm-saam_1973.183.43	SAAM	Shakespeare (drawn by Page from a bust sculptured by Page)			Sculpture|Men|Academic study|Portraits	Drawing	charcoal with white on paper	William Page, born Albany, NY 1811-died Staten Island, NY 1885	ca. 1874
edanmdm-saam_1963.6.31	SAAM	West Point	1.0	SAAM-1963.6.31_1	Landscapes|Tunnel|Architecture|West Point	Drawing	ink wash	Ernest C. Peixotto, born San Francisco, CA 1869-died New York City 1940	1897
edanmdm-saam_1952.13.74	SAAM	Resting Musketeer	1.0	SAAM-1952.13.74_1	Soldiers|Weapons|Swords|Occupations|State of being|Mood (Psychology)|Figure male|Weariness|Figure(s) in exterior|Military	Painting	watercolor on paper mounted on fiberboard	G. Camfri, Italian, n.d.	n.d.
edanmdm-saam_1985.66.367	SAAM	Foot War Party on the March, Upper Missouri	1.0	SAAM-1985.66.367_1	Western|Description and travel|Ethnicity|Landscapes|Missouri River|Men|Figure group|Rivers	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1832
edanmdm-saam_1985.66.207	SAAM	Wah-chee-háhs-ka, Man Who Puts All Out of Doors	1.0	SAAM-1985.66.207_1	Ethnicity|Men|Portraits	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1835
edanmdm-saam_1985.66.586	SAAM	Mounted War Party Scouring a Thicket	1.0	SAAM-1985.66.586_1	Ethnicity|Horsemen and horsewomen|Evil|State of being|War	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1846-1848
edanmdm-saam_1985.66.385	SAAM	Nishnabottana Bluffs, 1070 Miles above St. Louis	1.0	SAAM-1985.66.385_1	Western|Mountains|Landscapes|Nishnabottana Bluffs	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1832
edanmdm-saam_1974.39.59	SAAM	Old Italian Masters	1.0	SAAM-1974.39.59_1	Occupations|Armor|Knight|Clothing and dress|Figure male|History|Military	Graphic Arts-Print	wood engraving	Timothy Cole, born London, England 1852-died Poughkeepsie, NY 1931	
edanmdm-saam_1980.34.3	SAAM	Three Girls and River	1.0	SAAM-1980.34.3_2	Women|Landscapes|Figure group|Rivers	Painting	oil on fiberboard	Louis M. Eilshemius, born Arlington, NJ 1864-died New York City 1941	1907
edanmdm-saam_1928.1.2	SAAM	Robert Edwards Carter	1.0	SAAM-1928.1.2_1	Men|Portraits	Painting-Miniature	watercolor on ivory	Sarah C. Frothingham, born 1821-died New York City 1861	ca. 1840
edanmdm-saam_1984.155	SAAM	The Fan Tree	1.0	SAAM-1984.155_1	Trees|Point Lobos|Landscapes	Graphic Arts-Print	etching, drypoint and engraving on paper	Ernest Haskell, born Woodstock, CT 1876-died Bath, ME 1925	ca. 1915
edanmdm-saam_1966.48.91	SAAM	Album of Old New York			History	Graphic Arts-Print	woodcuts, lithographs, and other prints	George Hayward, born England 1800-died Brooklyn, NY 1872	n.d.
edanmdm-saam_1934.6.2	SAAM	Mrs. Albert J. Myer (Catherine Walden)	1.0	SAAM-1934.6.2_1	Women|Portraits	Painting	oil on canvas	George Peter Alexander Healy, born Boston, MA 1813-died Chicago, IL 1894	1876
edanmdm-saam_1967.59.371	SAAM	Woman and Child	1.0	SAAM-1967.59.371_1	Female and child|Figure group	Drawing	pencil on paper	William H. Johnson, born Florence, SC 1901-died Central Islip, NY 1970	1926
edanmdm-saam_1909.7.51	SAAM	Indian Summer	1.0	SAAM-1909.7.51_1	Landscapes|Autumn|Architecture|Domestic|Plains|Seasons|Dwellings	Painting	oil on canvas	J. Francis Murphy, born Oswego, NY 1853-died New York City 1921	1903
edanmdm-saam_1967.136.4	SAAM	Checker Players	1.0	SAAM-1967.136.4_1	Sport and play|Recreation|Children|Checkers	Painting	oil on canvas	Thomas Anshutz, born Newport, KY 1851-died Fort Washington, PA 1912	ca. 1895
edanmdm-saam_1983.95.91	SAAM	Untitled (landscape with trees and two cows in meadow)	1.0	SAAM-1983.95.91_1	Trees|Weather|Landscapes|Animals|Cattle|Cloud|Plains	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	1895
edanmdm-saam_XX80	SAAM	John Watts	1.0	SAAM-XX80_1	Statesman|Occupations|Men|Scroll|Philanthropists|Portraits|Political	Sculpture	bronze	George Edwin Bissell, born New Preston, CT 1839-died Mount Vernon, NY 1920	cast 1890
edanmdm-saam_1986.65.318A-B	SAAM	Policeman Smoking Toy	1.0	SAAM-1986.65.318A-B_2	Uniforms|Occupations|Clothing and dress|Figure male|Service|Policeman|Police uniform	Folk Art	carved and painted wood with iron	Unidentified	20th century
edanmdm-saam_1979.98.188	SAAM	The Iron Gate--Charleroi, from the series Belgium	1.0	SAAM-1979.98.188_1	Trains|Railroad yard|Industrialization|Architecture|Government|Railroad station|Figure group|Cityscapes|Gate|Detail|Vehicles	Graphic Arts-Print	lithograph on paper	Joseph Pennell, born Philadelphia, PA 1857-died New York City 1926	1911
edanmdm-saam_1917.6.5	SAAM	Dr. Charles Doolittle Walcott	1.0	SAAM-1917.6.5_1	Medicine|Physicians|Occupations|Men|Portraits	Painting	oil on canvas	Ossip Perelma, born Shabelsk, Russia 1876-died ?	1917
edanmdm-saam_1998.44	SAAM	Ludwig Van Beethoven	1.0	SAAM-1998.44_1	Composer|Music|Men|Portraits|Entertainers	Painting	oil on canvas	Henry Ulke, born Frankenstein, Germany 1821-died Washington, DC 1910	1875
edanmdm-saam_1956.11.60	SAAM	Lord Rothes	1.0	SAAM-1956.11.60_1	Occupations|Men|Portraits|Aristocracy (Social class)	Painting	oil on canvas	Unidentified (British)	1768
edanmdm-saam_1967.14.7B	SAAM	Landscape	1.0	SAAM-1967.14.7B_1	Landscapes	Graphic Arts-Print	etching	Peter von Bemmel, German, born Nuremberg, Germany 1685-died Regensburg, Germany 1754	
edanmdm-saam_1970.355.718	SAAM	Lyall Larch (Larix lyallii)	1.0	SAAM-1970.355.718_1	Lyall larch|Larix lyallii|Botanical study	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1913
edanmdm-saam_1970.355.755	SAAM	(Untitled--Flower Study)	1.0	SAAM-1970.355.755_2	Flowers|Botanical study	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1886
edanmdm-saam_1970.355.147	SAAM	Wood-Nymph (Moneses uniflora)	1.0	SAAM-1970.355.147_2	Moneses uniflora|Botanical study|Wood-nymph	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1902
edanmdm-saam_1972.84.91	SAAM	Harbor--Isle of Man	1.0	SAAM-1972.84.91_1	Landscapes|Isle of Man|Cities and towns|Cityscapes|Islands|Wharf	Graphic Arts-Print	etching on paper	J. Alden Weir, born West Point, NY 1852-died New York City 1919	1889
edanmdm-saam_1972.84.52	SAAM	Portrait of Dr. Robert F. Weir	1.0	SAAM-1972.84.52_1	Medicine|Occupations|Men|Portraits	Graphic Arts-Print	drypoint on paper	J. Alden Weir, born West Point, NY 1852-died New York City 1919	1891
edanmdm-saam_1972.84.83	SAAM	Willows	1.0	SAAM-1972.84.83_1	Trees|Landscapes|Willow tree	Graphic Arts-Print	etching on paper	J. Alden Weir, born West Point, NY 1852-died New York City 1919	ca. 1887-1893
edanmdm-saam_1973.130.8	SAAM	The Challenge	1.0	SAAM-1973.130.8_1	Commercial|Cats|Animals|Architecture|Evil|Recreation|Danger|Figure group|State of being	Graphic Arts-Mechanical Reproduction	photomechanical wood engraving on paper	Henry Wolf, born Eckwersheim, Alsace 1852-died New York City 1916	1880
edanmdm-saam_1973.130.126	SAAM	Emmanuel, Marquis de Grouchy	1.0	SAAM-1973.130.126_1	Animals|Occupations|Men|Horses|Portraits|Military	Graphic Arts-Print	wood engraving on paper	Henry Wolf, born Eckwersheim, Alsace 1852-died New York City 1916	1896
edanmdm-saam_1973.130.43	SAAM	O Babbling Spring	1.0	SAAM-1973.130.43_1	Water|Landscapes|Animals|Column|Monuments|Figure male|Goat|Figure(s) in exterior	Graphic Arts-Print	wood engraving on paper	Henry Wolf, born Eckwersheim, Alsace 1852-died New York City 1916	1890
edanmdm-saam_1973.130.2	SAAM	Off to a Wreck	1.0	SAAM-1973.130.2_1	Sailing ships|Boats and boating|Architecture|Disasters|Occupations|Transportation|Figure group|Waterscapes|Sea|Sailor|Shipwreck	Graphic Arts-Mechanical Reproduction	photomechanical wood engraving on paper	Henry Wolf, born Eckwersheim, Alsace 1852-died New York City 1916	1879
edanmdm-saam_1929.8.521	SAAM	Stand	1.0	SAAM-1929.8.521_1		Decorative Arts		Unidentified	
edanmdm-saam_1986.65.40	SAAM	Five-Gallon Home Brew Jar	1.0	SAAM-1986.65.40_1		Folk Art	glazed stoneware	Unidentified (American)	ca. 1880
edanmdm-saam_1994.91.220	SAAM	[Two Workmen Polishing a Stove]	1.0	SAAM-1994.91.220_1	Housekeeping|Ethnicity|Stove|Occupations|Men|Domestic|Figure group|Furnishings	Photography-Photoprint	albumen silver print	Unidentified	ca. 1865
edanmdm-saam_1994.91.247	SAAM	Watkins' Pacific Coast: In the Mariposa Grove, Mariposa County, California	1.0	SAAM-1994.91.247_1	Mariposa County|Landscapes|Forests and forestry	Photography-Photoprint	albumen silver prints mounted to stereographic card	Carleton E. Watkins, born Oneonta, NY 1829-died Imola, CA 1916	1868-1880
edanmdm-saam_1991.56.406	SAAM	Principal Entrance to the Forum, Pompeii	1.0	SAAM-1991.56.406_1	Ruins|Pompeii|Architecture|Cityscapes|Detail	Drawing	pencil on paper	Miner Kilbourne Kellogg, born Manlius Square, NY 1814-died Toledo, OH 1889	
edanmdm-saam_1999.27.74	SAAM	Mrs. Pingry	1.0	SAAM-1999.27.74_1	Women|Portraits|Profile	Drawing-Miniature	pencil on paper	Unidentified	1830s
edanmdm-saam_1996.56.4	SAAM	Untitled (postcard)	1.0	SAAM-1996.56.4_1	Cats|Animals|Architecture|Stairs|Detail	Photography-Photomechanical Reproduction	cyanotype	Unidentified	ca. 1910
edanmdm-saam_2019.6.3	SAAM	Self-Portrait	1.0	SAAM-2019.6.3_1	Art|Painters|Occupations|Men|Portraits	Painting	oil on tin	Oliver Tarbell Eddy, born Greenbush, VT 1799-died Philadelphia, PA 1868	ca. 1850
